taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common
Buccinum scalariforme,scalariforme,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Buccinum scalariforme,ladder whelk
Buccinum sp.,NA,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Buccinum spp.,true whelks
Buccinum spp.,NA,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Buccinum spp.,true whelks
Buccinumplectrum,plectrum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Buccinum plectrum,sinuous whelk
Buccinumsp.,NA,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Buccinum spp.,true whelks
CALAMUS LEUCOSTEUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calamus leucosteus,whitebone porgy
CALAPPA FLAMMEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calappa flammea,flame box crab
CALAPPA SULCATA,sulcata,Calappa,Calappidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Calappa sulcata,yellow box crab
CALAPPA TORTUGAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calappa tortugae,nodose crab
Calinaticina oldroydii,oldroydii,Calinaticina,Naticidae,Neotaenioglossa,Gastropoda,NA,NA,Mollusca,Animalia,Calinaticina oldroydii,Oldroyd's Fragile Moon Snail
CALLIECTES SAPIDUS,sapidus,Callinectes,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Callinectes sapidus,blue crab
CALLIECTES SIMILIS,similis,Callinectes,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Callinectes similis,lesser blue crab
CALLINECTES LARVATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Callinectes larvatus,masked swimming crab
CALLINECTES ORNATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Callinectes ornatus,shelligs
CALLINECTES SAPIDUS,sapidus,Callinectes,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Callinectes sapidus,blue crab
CALLINECTES SIMILIS,similis,Callinectes,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Callinectes similis,lesser blue crab
CANCER BOREALIS,borealis,Cancer,Cancridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Cancer borealis,Jonah crab
CANCER IRRORATUS,irroratus,Cancer,Cancridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Cancer irroratus,Atlantic rock crab
Cancer magister,magister,Metacarcinus,Cancridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Metacarcinus magister,dungeness crab
Cancer oregonensis,oregonensis,Glebocarcinus,Cancridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Glebocarcinus oregonensis,pygmy rock crab
Cancer productus,productus,Cancer,Cancridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Cancer productus,red rock crab
Cancermagister,magister,Metacarcinus,Cancridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Metacarcinus magister,dungeness crab
Canceroregonensis,oregonensis,Glebocarcinus,Cancridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Glebocarcinus oregonensis,pygmy rock crab
CARANX BARTHOLOMAEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caranx bartholomaei,yellow jack
CARANX CRYSOS,crysos,Caranx,Carangidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Caranx crysos,blue runner
CARANX HIPPOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caranx hippos,crevalle jack
CARANX LATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caranx latus,horse-eye jack
CARANX RUBER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caranx ruber,bar jack
CARAX CRYSOS,crysos,Caranx,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Caranx crysos,blue runner
CARCHARHINUS ACRONOTUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus acronotus,blacknose shark
CARCHARHINUS BREVIPINNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus brevipinna,spinner shark
CARCHARHINUS ISODON,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus isodon,finetooth shark
CARCHARHINUS LEUCAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus leucas,bull shark
CARCHARHINUS LIMBATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus limbatus,blacktip shark
CARCHARHINUS OBSCURUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus obscurus,dusky shark
CARCHARHINUS PLUMBEUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus plumbeus,sandbar shark
CARCHARIAS TAURUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus taurus,sand tiger
Careproctus melanurus,melanurus,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Careproctus melanurus,blacktail snailfish
Careproctus rastrinus,rastrinus,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Careproctus rastrinus,salmon snailfish
Careproctus sp.,NA,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Careproctus spp.,snailfishes
Careproctusmelanurus,melanurus,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Careproctus melanurus,blacktail snailfish
Careproctussp.,NA,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Careproctus spp.,snailfishes
CARETTA CARETTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caretta caretta,loggerhead sea turtle
CAULOLATILUS INTERMEDIUS,intermedius,Caulolatilus,Malacanthidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Caulolatilus intermedius,anchor tilefish
CAULOLATILUS ITERMEDIUS,intermedius,Caulolatilus,Malacanthidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Caulolatilus itermedius,Gulf bareye tilefish
CENTROPRISTIS PHILADELPHICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropristis philadelphica,rock sea bass
CENTROPRISTIS PHILADELPHICUS,philadelphica,Centropristis,Serranidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Centropristis philadelphica,rock sea bass
Centropristis striata,striata,Centropristis,Serranidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Centropristis striata,black sea bass
CENTROPRISTIS STRIATA,striata,Centropristis,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Centropristis striata,black sea bass
CENTROSCYLLIUM FABRICII,fabricii,Centroscyllium,Etmopteridae,Squaliformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Centroscyllium fabricii,black dogfish
CEPHALOPODA,NA,NA,NA,NA,Cephalopoda,NA,NA,Mollusca,Animalia,Cephalopoda spp.,octopuses
Ceramaster japonicus,japonicus,Ceramaster,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ceramaster japonicus,red cookie star
Ceramaster patagonicus,patagonicus,Ceramaster,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ceramaster patagonicus,cookie star
Ceramaster sp.,NA,Ceramaster,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ceramaster spp.,cookie star
Ceramaster spp.,NA,Ceramaster,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ceramaster spp.,cookie star
CETROPRISTIS PHILADELPHICUS,philadelphica,Centropristis,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cetropristis philadelphicus,rock sea bass
CHAETODIPTERUS FABER,faber,Chaetodipterus,Ephippidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Chaetodipterus faber,Atlantic spadefish
CHAETODON OCELLATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chaetodon ocellatus,spotfin butterflyfish
Chauliodontinae,NA,NA,Stomiidae,Stomiiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Chauliodontinae spp.,viperfishes
Chauliodus macouni,macouni,Chauliodus,Stomiidae,Stomiiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Chauliodus macouni,Pacific viperfish
CHAULIODUS SLOANI,sloani,Chauliodus,Stomiidae,Stomiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Chauliodus sloani,Sloane's viperfish
Chauliodusmacouni,macouni,Chauliodus,Stomiidae,Stomiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Chauliodus macouni,Pacific viperfish
Cheiraster dawsoni,dawsoni,Cheiraster,Benthopectinidae,Notomyotida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Cheiraster dawsoni,sea star
CHELONIA MYDAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,green sea turtle
CHIASMODON NIGER,niger,Chiasmodon,Chiasmodontidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Chiasmodon niger,black swallower
Chilara taylori,taylori,Chilara,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Chilara taylori,spotted cusk-eel
CHILOMYCTERUS ATRINGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chilomycterus atringa,spotted burrfish
CHILOMYCTERUS SCHOEPFI,schoepfii,Chilomycterus,Diodontidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Chilomycterus schoepfii,striped burrfish
CHILOMYCTERUS SCHOEPFII,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chilomycterus schoepfii,striped burrfish
Chionoecetes bairdi,bairdi,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes bairdi,tanner crab
Chionoecetes hybrid,NA,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes spp.,snow crabs
CHIONOECETES OPILIO,opilio,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes opilio,snow crab
Chionoecetes opilio,opilio,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes opilio,snow crab
Chionoecetes tanneri,tanneri,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes tanneri,grooved Tanner crab
Chionoecetesbairdi,bairdi,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes bairdi,Tanner crab
Chionoeceteshybrid,NA,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes spp.,snow crabs
Chionoecetesopilio,opilio,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chionoecetes opilio,snow crab
Chitonotus pugetensis,pugetensis,Chitonotus,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Chitonotus pugetensis,roughback sculpin
CHLAMYS ISLANDICA,islandica,Chlamys,Pectinidae,Pectinoida,Bivalvia,NA,NA,Mollusca,Animalia,Chlamys islandica,Iceland scallop
Chlamys rubida,rubida,Chlamys,Pectinidae,Ostreoida,Bivalvia,NA,NA,Mollusca,Animalia,Chlamys rubida,reddish scallop
Chlamys sp.,NA,Chlamys,Pectinidae,Pectinoida,Bivalvia,NA,NA,Mollusca,Animalia,Chlamys spp.,scallops
Chlamyssp,NA,Chlamys,Pectinidae,Pectinoida,Bivalvia,NA,NA,Mollusca,Animalia,Chlamys spp.,scallops
Chlamyssp.,NA,Chlamys,Pectinidae,Pectinoida,Bivalvia,NA,NA,Mollusca,Animalia,Chlamys spp.,scallops
CHLOROSCOMBRUS CHRYSURUS,chrysurus,Chloroscombrus,Carangidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Chloroscombrus chrysurus,Atlantic bumper
Chorilia longipes,longipes,Chorilia,Pisidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Chorilia longipes,longhorn decorator crab
CHRYSAORA QUIQUECIRRHA,quinquecirrha,Chrysaora,Pelagiidae,Semaeostomeae,Scyphozoa,NA,NA,Cnidaria,Animalia,Chrysaora quiquecirrha,sea nettle
CITHARICHTHYS ARCTIFRONS,arctifrons,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Citharichthys arctifrons,Gulf Stream flounder
CITHARICHTHYS MACROPS,macrops,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Citharichthys macrops,spotted whiff
Citharichthys sordidus,sordidus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Citharichthys sordidus,Pacific sanddab
CITHARICHTHYS SPILOPTERUS,spilopterus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Citharichthys spilopterus,bay whiff
CLIBANARIUS VITTATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clibanarius vittatus,thinstripe hermit
Clinocardium ciliatum,ciliatum,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Clinocardium ciliatum,hairy cockle
Clinocardium sp.,NA,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Clinocardium spp.,Nuttall cockle
Clinopegma magnum,magnum,Clinopegma,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Clinopegma magnum,helmet whelk
Clinopegmamagnum,magnum,Clinopegma,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Clinopegma magnum,helmet whelk
CLUPEA HARENGUS,harengus,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Clupea harengus,Atlantic herring
Clupea harengus,harengus,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Clupea harengus,Atlantic herring
Clupea pallasi,pallasii,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Clupea pallasii,Pacific herring
Clupeapallasi,pallasii,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Clupea pallasii,Pacific herring
COELOCERUS SPINOSUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coelocerus spinosus,channelnose spider crab
Colus halli,hallii,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Colus halli,snail
Colus herendeenii,herendeenii,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Colus herendeenii,thin-ribbed whelk
Colus sp.,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Colus spp.,true whelks
Colus spitzbergensis,brevicauda,Aulacofusus,Buccinidae,Neogastropoda,Gastropoda,Gas,NA,Mollusca,Animalia,Colus brevicauda,thick-ribbed whelk
Colussp.,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Colus spp.,true whelks
CONGER OCEANICUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conger oceanicus,conger eel
CONODON NOBILIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conodon nobilis,barred grunt
COODO OBILIS,nobilis,Conodon,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Coodo obilis,barred grunt
Corallimorphus spp.,NA,Corallimorphus,Corallimorphidae,Corallimorpharia,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Corallimorphus spp.,false coral
CORYPHAENOIDES RUPESTRIS,rupestris,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Coryphaenoides rupestris,rock grenadier
Cottidae,NA,NA,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cottidae spp.,sculpins
COTTUNCULUS MICROPS,microps,Cottunculus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cottunculus microps,polar sculpin
Crangon communis,communis,Neocrangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon communis,gray shrimp
Crangon dalli,dalli,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon dalli,ridged crangon
CRANGON SEPTEMSPINOSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crangon septemspinosa,sevenspine bay shrimp
Crangon sp.,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon spp.,shrimps
Crangon spp.,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon spp.,shrimps
Crangonsp.,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Crangon spp.,shrimps
Crepidula grandis,grandis,Crepidula,Calyptraeidae,Neotaenioglossa,Gastropoda,NA,NA,Mollusca,Animalia,Crepidula grandis,great slippersnail
CRONIUS RUBER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cronius ruber,blackpoint sculling crab
Crossaster borealis,borealis,Crossaster,Solasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Crossaster borealis,grooved sun star
Crossaster papposus,papposus,Crossaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Crossaster papposus,common sunstar
Crossaster sp.,NA,Crossaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Crossaster spp.,sunstar
CRUSTACEA SHRIMP,NA,NA,NA,NA,NA,NA,Crustacea,Arthropoda,Animalia,Crustacea shrimp,crustaceans
Cryptacanthodes giganteus,giganteus,Cryptacanthodes,Cryptacanthodidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cryptacanthodes giganteus,giant wrymouth
CRYPTACANTHODES MACULATUS,maculatus,Cryptacanthodes,Cryptacanthodidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cryptacanthodes maculatus,wrymouth
Cryptacanthodesgiganteus,giganteus,Cryptacanthodes,Cryptacanthodidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cryptacanthodes giganteus,giant wrymouth
CRYPTODROMIOPSIS ANTILLENSIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cryptodromiopsis antillensis,hairy sponge crab
Crystallichthys cyclospilus,cyclospilus,Crystallichthys,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Crystallichthys cyclospilus,blotched snailfish
Ctenodiscus crispatus,crispatus,Ctenodiscus,Ctenodiscidae,Paxillosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ctenodiscus crispatus,mud star
Ctenodiscuscrispatus,crispatus,Ctenodiscus,Ctenodiscidae,Paxillosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Ctenodiscus crispatus,mud star
Cucumaria fallax,fallax,Cucumaria,Cucumariidae,Dendrochirotida,Holothuroidea,NA,Echinozoa,Echinodermata,Animalia,Cucumaria fallax,sea cucumber
Cucumaria sp.,NA,Cucumaria,Cucumariidae,Dendrochirotida,Holothuroidea,NA,Echinozoa,Echinodermata,Animalia,Cucumaria spp.,red sea cucumber
Cyanea capillata,capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,NA,Medusozoa,Cnidaria,Animalia,Cyanea capillata,lion's mane
CYCLOPSETTA CHITTEDEI,chittendeni,Cyclopsetta,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cyclopsetta chittedei,Mexican flounder
CYCLOPSETTA CHITTENDENI,chittendeni,Cyclopsetta,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cyclopsetta chittendeni,Mexican flounder
CYCLOPTERUS LUMPUS,lumpus,Cyclopterus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cyclopterus lumpus,lumpfish
Cymatogaster aggregata,aggregata,Cymatogaster,Embiotocidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cymatogaster aggregata,shiner perch
CYNOSCION,NA,Cynoscion,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Cynoscion spp.,weakfishes
CYNOSCION NEBULOSUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynoscion nebulosus,spotted seatrout
CYNOSCION NOTHUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynoscion nothus,silver seatrout
CYNOSCION REGALIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynoscion regalis,weakfish
CYOSCIO,NA,Cynoscion,Sciaenidae,Perciformes,Actinopterygii,Gnathostomata,Vertebrata,Chordata,Animalia,Cynoscion spp.,drum
CYOSCIO AREARIUS,arenarius,Cynoscion,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cyoscio arearius,sand weakfish
CYOSCIO OTHUS,nothus,Cynoscion,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Cyoscio nothus,silver seatrout
DACTYLOPTERUS VOLITANS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dactylopterus volitans,flying gurnard
DASYATIS AMERICANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyatis americana,southern stingray
DASYATIS CENTROURA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyatis centroura,roughtail stingray
DASYATIS SABINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyatis sabina,Atlantic stingray
DASYATIS SAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyatis say,bluntnose stingray
Dasycottus setiger,setiger,Dasycottus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Dasycottus setiger,spinyhead sculpin
Dasycottussetiger,setiger,Dasycottus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Dasycottus setiger,spinyhead sculpin
Decapodiformes,NA,NA,NA,NA,Cephalopoda,NA,NA,Mollusca,Animalia,Decapodiformes spp.,squids
DECAPTERUS MACARELLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapterus macarellus,mackerel scad
DECAPTERUS PUCTATUS,NA,Decapterus,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Decapterus punctatus,round scad
DECAPTERUS PUNCTATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decapterus punctatus,round scad
Dermasterias imbricata,imbricata,Dermasterias,Poraniidae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Dermasterias imbricata,Leather star
DERMOCHELYS CORIACEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dermochelys coriacea,leatherback sea turtle
DIAPTERUS AURATUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diapterus auratus,irish pompano
DIODON HYSTRIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diodon hystrix,porcupinefish
DIPLECTRUM BIVITTATUM,bivittatum,Diplectrum,Serranidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Diplectrum bivittatum,dwarf sand perch
DIPLECTRUM FORMOSUM,formosum,Diplectrum,Serranidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Diplectrum formosum,sand perch
DIPLODUS HOLBROOKII,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplodus holbrookii,spottail pinfish
Diplopteraster multipes,multipes,Diplopteraster,Pterasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Diplopteraster multipes,cushion star
Dipsacaster borealis,borealis,Dipsacaster,Astropectinidae,Paxillosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Dipsacaster borealis,northern sand star
DIPTURUS LAEVIS,laevis,Dipturus,Rajidae,Rajiformes,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia,Dipturus laevis,barndoor skate
Dorididae,NA,NA,Dorididae,Nudibranchia,Gastropoda,NA,NA,Mollusca,Animalia,Dorididae spp.,nudibranch
DOROSOMA PETENENSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dorosoma petenense,threadfin shad
Doryteuthis (Amerigo) pealeii,pealeii,Doryteuthis,Loliginidae,Myopsida,Cephalopoda,NA,NA,Mollusca,Animalia,Doryteuthis pealeii,longfin inshore squid
ECHENEIS NAUCRATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echeneis naucrates,sharksucker
ECHENEIS NEUCRATOIDES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echeneis neucratoides,whitefin sharksucker
Echinacea,NA,NA,NA,NA,Echinoidea,NA,NA,Echinodermata,Animalia,Echinacea spp.,sea urchin
Echinarachnius parma,parma,Echinarachnius,Echinarachniidae,Clypeasteroida,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Echinarachnius parma,common sand dollar
ECHINOIDEA,NA,NA,NA,NA,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Echinoidea spp.,heart urchins
EGYOPHRYS SETA,senta,Engyophrys,Bothidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Egyophrys seta,spiny flounder
Eleginus gracilis,gracilis,Eleginus,Gadidae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Eleginus gracilis,saffron cod
ELOPS SAURUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elops saurus,ladyfish
ENCHELYOPUS CIMBRIUS,cimbrius,Enchelyopus,Lotidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Enchelyopus cimbrius,fourbeard rockling
Engraulis mordax,mordax,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Engraulis mordax,northern anchovy
